gps_time,date,time,latitude,longitude,altitude,qx,qy,qz,qw,image
1422874444,2025-02-06,10:53:46,4.764935587242561,-73.98810532457934,2646.5694868220016,-0.4440573826522346,-0.5336601671926973,-0.4181247458339827,0.5858255298858197,1738857226923.jpg
1422874445,2025-02-06,10:53:47,4.764960412784428,-73.98809039377056,2646.7461233325303,-0.4526683635386097,-0.5261549837552684,-0.4152490872491055,0.5880651239813762,1738857227931.jpg
1422874446,2025-02-06,10:53:48,4.764988946670581,-73.98806985895101,2647.016471125185,-0.4556396198497831,-0.5302833367173966,-0.4205047590601528,0.5782456428478245,1738857228956.jpg
1422874447,2025-02-06,10:53:49,4.765012919985507,-73.98805681702878,2646.8941949270666,-0.4652592210359663,-0.5235662190997066,-0.4163990852634429,0.5796758051987324,1738857229955.jpg
1422874448,2025-02-06,10:53:50,4.7650317651178025,-73.98804415970893,2646.545529055409,-0.4727921482403522,-0.5204753993832322,-0.4196175216652696,0.574015876069763,1738857230962.jpg
1422874449,2025-02-06,10:53:51,4.765059905277209,-73.98802593273972,2646.892414760776,-0.4777322473543715,-0.5165607685132189,-0.4272747994539955,0.5677792301483258,1738857231990.jpg
1422874451,2025-02-06,10:53:53,4.765116098079887,-73.98798997463552,2647.1785758137703,-0.4709090151089421,-0.5146759553254643,-0.4407281091838257,0.5649000820453295,1738857233007.jpg
1422874452,2025-02-06,10:53:54,4.765146393193354,-73.98797267748238,2647.2780131837358,-0.4715522955409585,-0.515831416505538,-0.4413799226383942,0.5627968222762104,1738857234006.jpg
1422874453,2025-02-06,10:53:55,4.765176992998272,-73.98795754411759,2648.340475341305,-0.462258113356593,-0.5234195872176498,-0.4396096991232376,0.5648829859078482,1738857235015.jpg
1422874454,2025-02-06,10:53:56,4.765209016229696,-73.98793677444823,2648.4980735247955,-0.4606243160370811,-0.5286232276335622,-0.4341426032687211,0.565599564115956,1738857236040.jpg
1422874455,2025-02-06,10:53:57,4.765241651888707,-73.98791686589712,2648.7627153890207,-0.4680878837776687,-0.5228850643195239,-0.4258847983953147,0.5710577577218349,1738857237344.jpg
1422874456,2025-02-06,10:53:58,4.765272501835769,-73.98789634622871,2648.97881787736,-0.462615743094537,-0.5232423250554818,-0.4280206493224188,0.573587269802771,1738857238074.jpg
1422874457,2025-02-06,10:53:59,4.765307263118957,-73.98787450408601,2648.86692332197,-0.455344793117399,-0.5288145096669035,-0.4312815506551083,0.5718501383999516,1738857239089.jpg
1422874458,2025-02-06,10:54:00,4.765341105293916,-73.98785008062924,2648.85050530266,-0.4554523777279051,-0.5265178940058706,-0.4334186870226599,0.5722675750782225,1738857240106.jpg
1422874459,2025-02-06,10:54:01,4.765376170436114,-73.98782459025057,2648.808149586432,-0.4601441680163084,-0.5153219818917839,-0.4355736315834803,0.5770495802777899,1738857241122.jpg
1422874460,2025-02-06,10:54:02,4.765412816038992,-73.98779912496092,2648.351674736477,-0.46364768275514,-0.5070388530844164,-0.4533655463707081,0.5678047073705427,1738857242138.jpg
